nid_id,state_id,dam_name,Data_Source,Gaged,Basin_study,other_dam_name,status,island,county,state,latitude,longitude,basin?,stream_name,dam_purpose,private_dam_on_fed_prop,watershed,TMK,dam_type,pmf_inflow,TMK2,nearest_city,nearest_city_distance,dam_designer,year_completed,year_last_modified,size,regulated_height,volume,dam_length,dam_height,hazard,structural_height,hydraulic_height,maximum_storage,normal_storage,surface_area,drainage_area,,spillway_type,spillway_control,spillway_width,spillway_max_discharge,spillway_protection,spillway_length,spillway_wall_height,outlet_type,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,min_crest_width,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,waterbodytype,last_inspection_date,inspection_frequency,hazard_analysis_date,eap,eap_date,eap_createdby,OnlineEAP,OnlineEAPDate,certificate_to_impound_date,district_code,district_name,representative,party,electronic_gauge_url,top_of_crest,spillway_crest,operating_level,dam_former_name,state_reg_agency,core,foundation,nid_height,nid_storage,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,ConditionAssessment,ConditionAssessmentDate,ConditionAssessmentDetail,RiskAssessmentDate,operational_status,operational_status_date,EnforcementAuthority,InspectionAuthority,JurisdictionalDam,NumSeparateStructures,OtherStructureID,PermittingAuthority,RecordID,dam_type_nid,hazard_nid,spillway_type_nid,outlet_type_nid,access_surface_description,access_method_description,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,level_restriction,restriction_basis,last_nod_date,population_at_risk,parcel_count,critical_facility,school_count,realtime_gauge,DLNRAlertOnLevel,DLNRAlertOffLevel,PMF_level,Flood100yr,Owner_Type,owner
HI00085,MA-0085,MAUI RESERVOIR 80,NA,N,N,HC&S RESERVOIR 80,Active,Maui,Maui,HI,20.838703,-156.41244,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kalialinui,(2) 3-8-003:002,Earthen,,,PUUNENE,2.9,,1917,,Small,22,,1200,27,High,29,22,140,126,12,0.019,0.001583333,Channel,Controlled,10,,Concrete,14,2.5,Valve,FALSE,Walk,,Downstream,24 in pipe,13,15,28,Dumped Rock,25,Vegetation,State Regulated Dam,10/21/2021,5,6/1/2009,TRUE,7/27/2022 8:39,Maui HC&S,Y,7/27/2022 8:39,,2,2nd Congressional District,Jill Tokuda,Democratic ,,400,398,14.5,,DLNR,X,U,29,140,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=7DF940F3-EC8D-4F33-97C5-265AD053A082,FAIR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14805,RE,H,C,V,Unpaved,4x4 (wet conditions only),1,2/1/2011,0,,0,,17,Requires H&H and stability study,9/7/2018,408,306,8,0,FALSE,,,,,P,"MP Central A, LLC, a Delaware limited liability company"
HI00086,MA-0086,MAUI RESERVOIR 81,NA,N,N,HC&S RESERVOIR 81,Active,Maui,Maui,HI,20.814456,-156.416676,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Waiakoa,(2) 3-8-004:002,Earthen,,,Waiakoa Homesteads,3,,1920,,Small,20,,1500,19,High,24,20,125,115,13.8,0.07,0.005072464,Channel,Uncontrolled,67,,Grouted Riprap,67,2,Valve,FALSE,Walk,,Downstream,"Two 24"" and One 30"" Pipe",0,17,27,Grouted Riprap,29,Vegetation,State Regulated Dam,10/25/2021,5,6/1/2009,TRUE,7/27/2022 8:41,Maui HC&S,Y,7/27/2022 8:41,,2,2nd Congressional District,Jill Tokuda,Democratic ,,423,420.5,12,,DLNR,X,U,24,125,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=FDC2CDB9-97C2-43B7-905B-FE9F2E29A639,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14806,RE,H,U,V,,,1,12/1/2007,0,,0,,12,Requires H&H and stability study,9/7/2018,1,19,1,0,FALSE,,,,,P,"MP Central A, LLC, a Delaware limited liability company"
HI00087,MA-0087,MAUI RESERVOIR 82,NA,N,N,HC&S RESERVOIR 82,Active,Maui,Maui,HI,20.810837,-156.423335,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Waiakoa,(2) 3-8-004:002,Earthen,,,Waiakoa Homesteads,2.5,,1917,,Small,11,,1250,13,Significant,11,11,61,55,7.4,0.18,0.024324324,Channel,Uncontrolled,10.5,,Concrete,20,2,Valve,FALSE,Walk,,Downstream,"Two 24"" DIP Pipes",9.5,17,24,Dumped Rock,21,Vegetation,State Regulated Dam,10/25/2021,5,6/1/2009,TRUE,7/27/2022 8:47,Maui HC&S,Y,7/27/2022 8:47,,2,2nd Congressional District,Jill Tokuda,Democratic ,,372,370,0,,DLNR,X,U,13,61,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=C7158B22-1EE9-4385-B5A2-E608A5DAB534,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14807,RE,S,U,V,Unpaved,4x4 (wet conditions only),1,2/1/2007,0,,0,,5.5,"Poor condition, require Freeboard Buffer",9/7/2018,0,11,0,0,FALSE,,,,,P,"MP Central A, LLC, a Delaware limited liability company"
HI00088,MA-0088,MAUI RESERVOIR 84,NA,N,N,HC&S RESERVOIR 84,Active,Maui,Maui,HI,20.840815,-156.42505,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kalialinui,(2) 3-8-003:002,Earthen,,,PUUNENE,2,,1918,,Small,23,,960,29,High,23,23,120,108,8,0.57,0.07125,Pipe,Uncontrolled,2,,Grouted Riprap,25,4,Valve,TRUE,Walk,,Downstream,24 in pipe,12,14,26,Ungrouted Riprap,30,Vegetation,State Regulated Dam,10/21/2021,5,6/1/2009,TRUE,7/27/2022 8:50,Maui HC&S,Y,7/27/2022 8:50,,2,2nd Congressional District,Jill Tokuda,Democratic ,,820,815,0,,DLNR,X,U,29,120,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=F4EF678B-CAEA-49DD-B873-7AAE28A7412D,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14808,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,2/1/2011,0,,0,,0,Reservoir Overtops from Design Rainstorm event,9/7/2018,32,208,5,0,FALSE,,,,,P,"MP Central A, LLC, a Delaware limited liability company"
HI00089,MA-0089,MAUI RESERVOIR 90,NA,N,N,HC&S RESERVOIR 90,Active,Maui,Maui,HI,20.821092,-156.455191,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Waiakoa,(2) 3-8-008:005,Earthen,,,Waiakoa Homesteads,2.6,,1917,,Small,19,,1250,13,High,22,19,201,138,15.8,0.5,0.03164557,Channel,Uncontrolled,18,,Concrete,75,2.5,Valve,FALSE,Walk,,Downstream,"Two 30"" DIP",0,8,42,Dumped Rock,34,Vegetation,State Regulated Dam,10/25/2021,5,6/1/2009,TRUE,7/27/2022 8:51,Maui HC&S,Y,7/27/2022 8:51,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,22,201,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=A5C0AB01-5387-411A-BA11-4BF39E14001F,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14809,RE,H,U,V,Paved,Car,1,2/1/2011,0,,0,,10,Requires H&H and stability study,9/7/2018,1,12,1,0,FALSE,,,,,P,"MP CPR, LLC, a Delaware limited liability company"
HI00090,MA-0090,MAUI RESERVOIR 92,NA,N,N,HC&S RESERVOIR 92,Active,Maui,Maui,HI,20.838359,-156.468827,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Waiakoa,(2) 3-8-005:002,Earthen,,,Waikapu,2.4,,1967,,Small,15,,1200,16,High,15,15,68,52,7.3,0.38,0.052054795,Channel,Uncontrolled,10.5,,Concrete,13.5,2.5,Valve,FALSE,Walk,,Downstream,"24"" Metal Pipe transitions to 30"" Gate Valve",0,28,32.5,Dumped Rock,30,Vegetation,State Regulated Dam,10/25/2021,5,6/1/2009,TRUE,7/27/2022 8:53,Maui HC&S,Y,7/27/2022 8:53,,2,2nd Congressional District,Jill Tokuda,Democratic ,,105,,9.8,,DLNR,X,U,16,68,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=58DCD92B-4A70-4F96-A704-FA598F3BE493,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14810,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,5/1/2008,0,,0,,15,Reservoir Overtops from Design Rainstorm event,9/7/2018,1,10,1,0,FALSE,,,,,P,"MP West, LLC, a Delaware limited liability company"
HI00091,MA-0091,PEAHI RESERVOIR,NA,N,Y,,Active,Maui,Maui,HI,20.919691,-156.274796,Yes,UAOA STREAM,Irrigation,FALSE,Uaoa,(2) 2-8-002:018,Earthen,,(2) 2-8-004:060,Ulumalu,1.2,,1924,,Intermediate,40,,170,35,High,45,40,72,66,5.8,0.78,0.134482759,Tunnel,Uncontrolled,32,,Ungrouted Riprap,0,5,Valve,FALSE,Walk,39,Downstream,18 Inch,35.5,42,25,Vegetation,29,Vegetation,State Regulated Dam,12/7/2022,5,6/1/2009,TRUE,7/27/2022 9:03,Maui HC&S,Y,7/27/2022 9:03,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,0,,DLNR,X,U,45,72,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=C8D8736F-818C-4F1E-B8DD-0415968EC729,POOR,7/20/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14811,RE,H,U,V,Gravel,Car,1,10/1/2006,0,,0,,0,Reservoir Overtops from Design Rainstorm event,9/7/2018,6,20,0,0,FALSE,,,,,P,"East Maui Irrigation Company, Mahi Pono Holdings, LLC"
HI00092,MA-0092,PAPAAEA RESERVOIR,NA,N,Y,,Active,Maui,Maui,HI,20.883114,-156.206434,Yes,NAILIILIHAELE & PUEHU OFFSTRM,Irrigation,FALSE,Nailiilihaele,(2) 2-9-014:004,Earthen,,,Kailua,0.7,,1902,,Small,32,,820,37,High,37,32,154,130,9,0.49,0.054444444,Channel,Uncontrolled,55,31,Concrete,26,3,Valve,TRUE,Walk,31,Downstream,20 in,0,14,37,Mowed Grass,34,Mowed Grass,State Regulated Dam,10/15/2021,5,6/1/2009,TRUE,7/27/2022 8:59,Maui HC&S,Y,7/27/2022 8:59,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,37,154,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=E298CE15-EC11-4376-A54D-195BC4A7DA68,POOR,4/12/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14812,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,10/1/2006,0,,0,,0,"Repairs needed, requires H&H an stability study",9/7/2018,1,10,0,0,FALSE,,,,,P,"East Maui Irrigation Company, Mahi Pono Holdings, LLC"
HI00094,MA-0094,KAPALAALAEA RESERVOIR,UHSLC,Y,Y,,Active,Maui,Maui,HI,20.913169,-156.257957,Yes,PAPALUA STREAM,Irrigation,FALSE,Kakipi,(2) 2-8-007:001,Earthen,,,Huelo,2.2,,1885,,Intermediate,45,,230,48,High,50,45,197,153,8.7,0.89,0.102298851,Channel,Uncontrolled,50,,Mowed Grass,115,8,Slide (sluice gate),FALSE,Walk,31,Downstream Control,"16"" steel slip lined in 20"" steel",,11,26,Ungrouted Riprap,32,Mowed Grass,State Regulated Dam,10/15/2021,5,6/1/2009,TRUE,7/27/2022 8:57,Maui HC&S,Y,7/27/2022 8:57,,2,2nd Congressional District,Jill Tokuda,Democratic ,,600,594,0,,DLNR,X,U,50,197,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=DA48256B-A9AA-4335-AC25-31E07F7E8748,POOR,4/12/2023,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14814,RE,H,U,S,Unpaved,4x4 (wet conditions only),1,10/1/2006,0,,0,,0,Reservoir Overtops from Design Rainstorm event and has piping along outlet,3/1/2021,1,6,0,0,FALSE,20,19,,,P,"East Maui Irrigation Company, Mahi Pono Holdings, LLC"
HI00095,MA-0095,HAIKU RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.920178,-156.325591,No,KANEMOEALA GULCH OFFSTREAM,Irrigation,FALSE,Maliko,(2) 2-7-003:055,Earthen,,(2) 2-7-003:081,Haiku,0.4,,1904,1979,Intermediate,34,,1700,37,High,43,34,266,178,27.3,0.82,0.03003663,Channel,Uncontrolled,130,,Concrete,0,3,Valve,TRUE,Walk,,Downstream,20 to 24 Inches,0,10,18,Ungrouted Riprap,30,Mowed Grass,State Regulated Dam,10/12/2022,5,6/1/2009,TRUE,7/27/2022 8:55,Maui HC&S,Y,7/27/2022 8:55,,2,2nd Congressional District,Jill Tokuda,Democratic ,,460,456,0,,DLNR,X,U,43,266,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=63A91150-EA1A-42D6-BD13-671B9645CAD2,UNSATISFACTORY,7/19/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14815,RE,H,U,V,Unpaved,Car,1,8/10/2006,0,,0,,0,Reservoir Overtops from Design Rainstorm event and has piping along outlet,3/1/2021,34,97,0,0,FALSE,20,19,,,P,"East Maui Irrigation Company, Mahi Pono Holdings, LLC"
HI00096,MA-0096,PAUWELA RESERVOIR,UHSLC,Y,Y,,Active,Maui,Maui,HI,20.919013,-156.322558,Yes,LIIKOI GULCH,Irrigation,FALSE,Kuiaha,(2) 2-7-003:030,Earthen,,"(2) 2-7-003:056, (2) 2-7-008:038, (2) 2-7-008:039, (2) 2-7-019:999",Haiku,0.4,,1904,,Intermediate,37,,270,47,High,42,37,142,98,6.8,1.19,0.175,Channel,Uncontrolled,14,590,Bare Soil,142,7,Slide (sluice gate),FALSE,Walk,21.5,Downstream,14 Inch Diameter,32,23,30,Bare Soil,23,Bare Soil,State Regulated Dam,10/12/2022,5,6/1/2009,TRUE,7/27/2022 9:01,Maui HC&S,Y,7/27/2022 9:01,,2,2nd Congressional District,Jill Tokuda,Democratic ,,460,456.5,0,,DLNR,X,U,47,142,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=F2F43E97-9F15-4757-80A3-33388573CBCD,POOR,7/19/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14816,RE,H,U,S,Paved,Car,1,9/1/2006,0,,0,,2,Reservoir Overtops from Design Rainstorm event,9/3/2021,15,58,0,0,FALSE,27,26,,,P,"East Maui Irrigation Company, Mahi Pono Holdings, LLC"
HI00126,MA-0126,KAHANA NUI  DAM,NA,N,Y,STRUCTURE#5,Active,Maui,Maui,HI,20.976051,-156.672382,Yes,KAHANA STREAM,Flood Control,FALSE,Kahana,(2) 4-3-001:084,Earthen,,(2) 4-3-001:015,KAHANA,0.2,USDA - Soil Conservation Service,1984,,Intermediate,50,,500,49,High,58,50,225,59,5.6,4.83,0.8625,Channel,Uncontrolled,128,25884,Bare Soil,290,4,Slide (sluice gate),FALSE,Vault,,Crest,16 Inch ID DIP,0,17,21,Vegetation,26,Vegetation,State Regulated Dam,4/1/2022,5,6/1/2009,TRUE,4/8/2022 11:35,Maui DPW,Y,4/8/2022 11:35,,2,2nd Congressional District,Jill Tokuda,Democratic ,,77.2,58.2,,,DLNR,X,U,58,225,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=6EE4B2B2-4F64-4E98-AB1D-95381570B02A,POOR,7/19/2022,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14845,RE,H,U,S,Gravel,4x4 (wet conditions only),1,12/15/2014,0,,0,,,,,522,113,0,0,FALSE,,,,,L,"Maui County, Dept of Public Works"
HI00127,MA-0127,NAPILI 4-5 DESILTING BASIN,NA,N,Y,STRUCTURE#2,Active,Maui,Maui,HI,20.992578,-156.665424,Yes,NAPILI 4-5,Flood Control,FALSE,Kahana,(2) 4-3-001:003,Earthen,,,NAPILI,0.1,Soil Conservation Service,1985,,Small,18,,270,14,High,18,18,25,0,2.2,0.93,0.422727273,Channel,Uncontrolled,83,1600,Concrete,38,0.5,Slide (sluice gate),FALSE,Walk,,Upstream,12,0,13,21,Mowed Grass,18,Concrete,State Regulated Dam,7/19/2021,5,6/1/2009,TRUE,4/8/2022 11:24,Maui DPW,Y,4/8/2022 11:24,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,18,25,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=19C81CFB-F564-49C2-895F-EDC9FDDAFC66,FAIR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14846,RE,H,U,S,Unpaved,Car,1,8/14/2012,0,,0,,,,,6,12,0,0,FALSE,,,,,L,"Maui County, Dept of Public Works"
HI00128,MA-0128,NAPILI 2-3 DESILTING BASIN,NA,N,Y,STRUCTURE#1,Active,Maui,Maui,HI,20.994386,-156.662571,Yes,NAPILI 2-3,Flood Control,FALSE,Kahana,(2) 4-2-004:024,Earthen,,(2) 4-3-002:067,NAPILI,0.2,,1988,,Small,40,,660,39,High,43,40,57,17,2.1,0.458,0.218095238,Channel,Uncontrolled,12,1030,Concrete,0,7,Valve,FALSE,Walk,,Downstream,12,43.16,16,15,Mowed Grass,23,Mowed Grass,State Regulated Dam,7/19/2021,5,6/1/2009,TRUE,4/8/2022 11:27,Maui DPW,Y,4/8/2022 11:27,,2,2nd Congressional District,Jill Tokuda,Democratic ,,74.7,,61,,DLNR,X,U,43,57,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=C8A4B5E3-6480-41F2-A100-069189596B1C,FAIR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14847,RE,H,U,V,Unpaved,Car,1,12/15/2014,0,,0,,,,,21,29,0,0,FALSE,,,,,L,"Maui County, Dept of Public Works"
HI00130,MA-0130,HONOKOWAI - STRUCTURE #8,NA,N,Y,STRUCTURE #8,Active,Maui,Maui,HI,20.946429,-156.68464,Yes,HONOKOWAI,Flood Control,FALSE,Honokowai,(2) 4-4-003:001,Earthen,,"(2) 4-4-002:003, (2) 4-4-002:018",Honokowai,0.2,,1995,,Intermediate,41,,710,41,High,50,41,281,79,5.4,5.98,1.107407407,Channel,Uncontrolled,140,38147,Bare Soil,216,9,Uncontrolled,FALSE,Walk,,Uncontrolled Baffled Glory Hole with 6 Cells at 57.2 Feet,24x34 Glory Hole 6 Cells at 57.2 ft,,15,20,Mowed Grass,21,Mowed Grass,State Regulated Dam,7/20/2021,5,6/1/2009,TRUE,4/8/2022 11:39,Maui DPW,Y,4/8/2022 11:39,,2,2nd Congressional District,Jill Tokuda,Democratic ,,79.4,64,,,DLNR,X,U,50,281,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=8E4E941B-7AEE-4010-B5E9-486396F89677,FAIR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14849,RE,H,U,U,Gravel,Car,1,12/15/2014,0,,0,,,,,323,50,3,0,FALSE,,,,,L,"Maui County, Dept of Public Works"
HI00132,MA-0132,UPPER FIELD 14 RESERVOIR,NA,N,N,Honolua Reservoir,Active,Maui,Maui,HI,20.948439,-156.63694,No,,Irrigation,FALSE,Kahana,(2) 4-3-001:017,Earthen,,,Honokowai,3.2,,1985,,Small,36,,255,38,High,33,36,18.1,17,1.1,0.0017,0.001545455,Channel,Uncontrolled,7,100,Hypalon Liner,32,1,Valve,FALSE,Walk,,Downstream,8 Inch Diameter PVC Encased in Concrete,0,15,21,Hypalon Liner,21,Mowed Grass,State Regulated Dam,7/21/2021,5,6/1/2009,TRUE,8/25/2022 14:23,Maui ML&P,Y,8/25/2022 14:23,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,38,18.1,0,0,0,,USDA NRCS,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=55CCC11F-E55D-4AF7-AD25-2CF537826E10,POOR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14851,RE,H,U,V,Unpaved,4x4,0,,0,,0,,,,,0,4,0,0,FALSE,,,,,P,Maui Land & Pineapple Co.
HI00133,MA-0133,PUU KOA RESERVOIR,NA,N,N,"Pukalani Reservoir, PK Reservoir",Active,Maui,Maui,HI,20.829473,-156.322663,No,,Irrigation,FALSE,Kailua Gulch,(2) 2-3-007:035,Earthen,,,Pukalani,0.7,,1985,,Small,37,,560,37,High,33,37,17,16,1.3,0.003,0.002307692,Two Pipes,Uncontrolled,0.875,90,,39,0.875,Valve,FALSE,Walk,,Downstream Control,"8"" pvc encased in concrete",0,14,20,Hypalon Liner,30,Mowed Grass,State Regulated Dam,12/15/2022,5,6/1/2009,TRUE,7/12/2022 9:20,Maui ML&P,Y,7/12/2022 9:20,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,37,17,0,0,0,,USDA NRCS,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=39D7B28F-877A-4148-A6D3-750306029BB1,POOR,6/25/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14852,RE,H,U,V,Paved,Car,0,,0,,0,,,,,330,157,0,0,FALSE,,,,,P,Maui Land & Pineapple Co.
HI00134,MA-0134,KAOPALA BASIN,NA,N,Y,Structure No. 4,Active,Maui,Maui,HI,20.981996,-156.670659,Yes,Kaopala Gulch,Flood Control,FALSE,Kahana,(2) 4-3-001:078,Earthen,,(2) 4-3-001:999,Napili,0.2,NRCS,1998,,Small,0,,250,30,High,0,0,38.4,,1.6,0.94,0.5875,Channel,Uncontrolled,50,7200,Concrete,90,4,None,FALSE,,,No Control - Flap Gate on Downstream End,"12"" DIP",,14,29,Vegetation,21,Vegetation,State Regulated Dam,7/20/2021,5,6/1/2009,TRUE,4/8/2022 11:33,Maui DPW,Y,4/8/2022 11:33,,2,2nd Congressional District,Jill Tokuda,Democratic ,,69.7,56,,,DLNR,X,U,30,38.4,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=29BC1071-34B7-45CC-8C5C-F9371767C276,FAIR,9/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14853,RE,H,U,X,Gravel,Car,1,12/15/2014,0,,0,,,,,20,10,0,0,FALSE,,,,,L,"Maui County, Dept of Public Works"
HI00138,MA-0138,KAHAKAPAO RESERVOIRS,NA,N,N,,Active,Maui,Maui,HI,20.804966,-156.265262,No,,Water Supply,FALSE,Maliko,(2) 2-4-016:001,Earthen,,(2) 2-3-005:025,Makawao,4.2,,1990,,Intermediate,0,,2000,54,High,0,0,309,,13.6,0.02125,0.0015625,Glory Hole,Uncontrolled,3,,,0,0,Valve,FALSE,Walk,,Downstream,Encased 30 Inch DIP,24,32,18,Concrete,20,Mowed Grass,State Regulated Dam,12/1/2022,5,6/1/2009,TRUE,3/22/2023 11:06,Maui DWS,Y,3/22/2023 11:06,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,54,309,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=EA05F844-9090-4661-86C5-09B3C909D821,POOR,7/22/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14856,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,9/1/2014,0,,0,,,,,33,59,0,0,FALSE,,,,,L,"Maui County, Dept of Water Supply"
HI00139,MA-0139,MAUI FIELD 290 RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.803575,-156.317637,No,,Irrigation,FALSE,Kalialinui,(2) 2-3-007:038,Earthen,,,Pukalani,2,NRCS,1997,,Small,0,,300,25,High,0,0,13.2,10.5,1.3,0.002,0.001538462,Channel,Uncontrolled,20,90,Fabric Liner,27,2,Valve,FALSE,Walk,,Downstream Control,8 Inch Diameter PVC,,15,18.5,Fabric Liner,18,Mowed Grass,State Regulated Dam,10/15/2021,5,6/1/2009,TRUE,7/12/2022 9:39,Maui ML&P,Y,7/12/2022 9:39,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,25,13.2,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=B17B0ABF-57AB-4E1A-B31B-B87A446845C3,POOR,4/13/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14857,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,7/1/2014,0,,0,,,,,5,24,0,0,FALSE,,,,,P,Maui Land & Pineapple Co.
HI00140,MA-0140,UKUMEHAME RESERVOIRS,NA,N,Y,Ukumehame Reservoir No. 2 & Ukumehame Reservoir No. 3,Active,Maui,Maui,HI,20.809902,-156.587062,Yes,,Irrigation,FALSE,,(2) 4-8-002:066,Earthen,,"(2) 4-8-002:015, (2) 4-8-002:017, (2) 4-8-002:027, (2) 4-8-002:064, (2) 4-8-002:118",Olowalu,2.2,,,,Small,29,,770,29,High,,,43.9,34.9,2.3,3.95,1.717391304,Two Pipes,Uncontrolled,2,,Concrete,35,2.5,Slide (sluice gate),TRUE,Bridge,,Upstream,24,0,21,40,Grouted Riprap,45,Ungrouted Riprap,State Regulated Dam,10/26/2021,5,6/1/2009,TRUE,9/7/2022 12:14,Maui Ukumehame,Y,9/7/2022 12:14,,2,2nd Congressional District,Jill Tokuda,Democratic ,,174,171.7,,,DLNR,X,U,29,43.9,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=E67060B7-45B2-47EC-897B-5E543E3C9DB7,UNSATISFACTORY,11/1/2022,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14858,RE,H,U,S,Gravel,4x4 (wet conditions only),0,,0,,0,,10,,10/27/2023,0,11,0,0,FALSE,,,,,P,"Ukumehame Homeowners Association, Inc."
